Make,Model,Condition,Price,Year,Body_Type,Fuel_Type,Enginer_Size,Fuel_Consumption,Acceleration,GearBox,DriveTrain,CO2_Emissions,Doors,Seats,Annual_Tax
ABARTH,PUNTO EVO,Used,10490,2010,Hatchback,Petrol,1.4L,47.1 mpg,7.9,Manual,,142,3 doors,5 seats,155
AUDI,TTS,Used,35495,2014,Coupe,Petrol,2.0L,40.9 mpg,4.6,Automatic,quattro,159,3 doors,4 seats,140
ABARTH,PUNTO EVO,Used,10000,2010,Hatchback,Petrol,1.4L,46.3 mpg,,Manual,,142,3 doors,5 seats,155
AUDI,TTS,Nearly New,38450,2014,Coupe,Petrol,2.0L,40.9 mpg,4.6,Automatic,quattro,159,3 doors,4 seats,140
AUDI,TTS,Nearly New,37995,2014,Coupe,Petrol,2.0L,40.9 mpg,4.6,Automatic,quattro,159,3 doors,4 seats,140
AUDI,TTS,Nearly New,36881,2014,Coupe,Petrol,2.0L,40.9 mpg,4.6,Automatic,quattro,159,3 doors,4 seats,140
ABARTH,PUNTO EVO,Used,10000,2010,Hatchback,Petrol,1.4L,46.3 mpg,,Manual,,142,3 doors,5 seats,155
AUDI,TTS,Used,18995,2008,Coupe,Petrol,2.0L,36.7 mpg,5.3,Automatic,quattro,179,3 doors,4 seats,250
AUDI,TTS,Used,27499,2014,Coupe,Petrol,2.0L,40.9 mpg,4.6,Automatic,quattro,159,3 doors,4 seats,195
AUDI,TTS,Used,18800,2008,Convertible,Petrol,2.0L,34.9 mpg,5.7,Manual,quattro,189,2 doors,2 seats,
AUDI,TTS,Used,22360,2014,Coupe,Petrol,2.0L,38.7 mpg,4.9,Manual,quattro,168,2 doors,4 seats,230
AUDI,TTS,Used,18950,2008,Coupe,Petrol,2.0L,36.7 mpg,5.3,Automatic,quattro,179,3 doors,4 seats,250
AUDI,TTS,Used,18600,2008,Coupe,Petrol,2.0L,35.8 mpg,5.5,Manual,quattro,184,3 doors,4 seats,250
AUDI,TTS,Used,18495,2008,Convertible,Petrol,2.0L,35.8 mpg,5.5,Automatic,quattro,184,2 doors,2 seats,250
AUDI,TTS,Used,28800,2014,Coupe,Petrol,2.0L,40.9 mpg,4.6,Automatic,quattro,159,3 doors,4 seats,195
AUDI,TTS,Used,27499,2014,Coupe,Petrol,2.0L,40.9 mpg,4.6,Automatic,quattro,159,3 doors,4 seats,195
AUDI,TTS,Used,29490,2014,Coupe,Petrol,2.0L,40.9 mpg,4.6,Automatic,quattro,159,3 doors,4 seats,195
AUDI,TTS,Used,29000,2014,Coupe,Petrol,2.0L,40.9 mpg,4.6,Automatic,quattro,159,3 doors,4 seats,195
AUDI,TTS,Used,28990,2014,Coupe,Petrol,2.0L,40.9 mpg,4.6,Automatic,quattro,159,3 doors,4 seats,195
AUDI,TTS,Used,28980,2014,Coupe,Petrol,2.0L,38.7 mpg,4.9,Manual,quattro,168,2 doors,4 seats,230
AUDI,TTS,Used,28490,2014,Convertible,Petrol,2.0L,39.8 mpg,4.9,Automatic,quattro,163,2 doors,4 seats,140
AUDI,TTS,Used,28290,2014,Coupe,Petrol,2.0L,38.7 mpg,4.9,Manual,quattro,168,2 doors,4 seats,
AUDI,TTS,Used,28195,2014,Coupe,Petrol,2.0L,38.7 mpg,4.9,Manual,quattro,168,2 doors,4 seats,230
AUDI,TTS,Used,28102,2014,Coupe,Petrol,2.0L,40.9 mpg,4.6,Automatic,quattro,159,3 doors,4 seats,195
AUDI,TTS,Used,24940,2015,Coupe,Petrol,2.0L,,,Manual,,168,2 doors,4 seats,230
AUDI,TTS,Used,28380,2014,Coupe,Petrol,2.0L,38.7 mpg,4.9,Manual,quattro,168,2 doors,4 seats,230
AUDI,TTS,Used,27499,2014,Coupe,Petrol,2.0L,40.9 mpg,4.6,Automatic,quattro,159,3 doors,4 seats,195
AUDI,TTS,Used,24495,2014,Coupe,Petrol,2.0L,40.9 mpg,4.6,Automatic,quattro,159,3 doors,4 seats,
AUDI,TTS,Used,23950,2015,Coupe,Petrol,2.0L,,,Manual,,,2 doors,,
AUDI,TTS,Used,24500,2014,Coupe,Petrol,2.0L,40.9 mpg,4.6,Automatic,quattro,159,3 doors,4 seats,195
AUDI,TTS,Used,24194,2014,Convertible,Petrol,2.0L,38.7 mpg,5.2,Manual,quattro,169,2 doors,2 seats,230
AUDI,TTS,Used,23450,2014,Coupe,Petrol,2.0L,39.2 mpg,4.9,Manual,quattro,168,3 doors,4 seats,230
AUDI,TTS,Used,22950,2014,Coupe,Petrol,2.0L,40.9 mpg,4.6,Automatic,quattro,159,3 doors,4 seats,195
AUDI,TTS,Used,21989,2014,Convertible,Petrol,2.0L,38.7 mpg,5.2,Manual,quattro,169,2 doors,2 seats,195
AUDI,TTS,Used,20995,2014,Convertible,Petrol,2.0L,40.9 mpg,4.9,Automatic,quattro,159,2 doors,2 seats,195
AUDI,TTS,Used,26995,2014,Coupe,Petrol,2.0L,40.9 mpg,4.6,Automatic,quattro,159,3 doors,4 seats,195
AUDI,TTS,Used,25000,2014,Coupe,Petrol,2.0L,40.9 mpg,4.6,Automatic,quattro,159,3 doors,4 seats,195
AUDI,TTS,Used,24500,2014,Convertible,Petrol,2.0L,38.7 mpg,5.2,Manual,quattro,169,2 doors,2 seats,230
AUDI,TTS,Used,26480,2014,Coupe,Petrol,2.0L,40.9 mpg,4.6,Automatic,quattro,159,3 doors,4 seats,195
AUDI,TTS,Used,27950,2014,Coupe,Petrol,2.0L,40.9 mpg,4.6,Automatic,quattro,159,3 doors,4 seats,195
AUDI,TTS,Used,27750,2014,Coupe,Petrol,2.0L,40.9 mpg,4.6,Automatic,quattro,159,3 doors,4 seats,195
AUDI,TTS,Used,27572,2014,Coupe,Petrol,2.0L,40.9 mpg,4.6,Automatic,quattro,159,3 doors,4 seats,195
AUDI,TTS,Used,28495,2014,Coupe,Petrol,2.0L,38.7 mpg,4.9,Manual,quattro,168,2 doors,4 seats,230
AUDI,TTS,Used,28000,2014,Convertible,Petrol,2.0L,39.8 mpg,4.9,Automatic,quattro,163,2 doors,4 seats,195
AUDI,TTS,Used,27750,2014,Coupe,Petrol,2.0L,40.9 mpg,4.6,Automatic,quattro,159,3 doors,4 seats,195
AUDI,TTS,Used,13995,2008,Convertible,Petrol,2.0L,35.8 mpg,5.4,Automatic,quattro,184,2 doors,2 seats,250
AUDI,TTS,Used,13995,2008,Convertible,Petrol,2.0L,35.8 mpg,5.4,Automatic,quattro,184,2 doors,2 seats,250
AUDI,TTS,Used,17000,2008,Coupe,Petrol,2.0L,35.8 mpg,5.4,Automatic,quattro,184,3 doors,4 seats,250
AUDI,TTS,Used,16995,2008,Convertible,Petrol,2.0L,35.8 mpg,5.5,Automatic,quattro,184,2 doors,2 seats,250
AUDI,TTS,Used,16495,2008,Coupe,Petrol,2.0L,36.7 mpg,5.3,Automatic,quattro,179,3 doors,4 seats,250
AUDI,TTS,Used,16995,2008,Coupe,Petrol,2.0L,35.8 mpg,5.4,Automatic,quattro,184,3 doors,4 seats,250
AUDI,TTS,Used,16000,2008,Coupe,Petrol,2.0L,36.7 mpg,5.3,Automatic,quattro,179,3 doors,4 seats,250
AUDI,TTS,Used,16750,2008,Convertible,Petrol,2.0L,35.8 mpg,5.5,Automatic,quattro,184,2 doors,2 seats,250
AUDI,TTS,Used,17989,2014,Coupe,Petrol,2.0L,40.9 mpg,4.6,Automatic,quattro,159,3 doors,2 seats,195
AUDI,TTS,Used,17995,2008,Coupe,Petrol,2.0L,36.7 mpg,5.3,Automatic,quattro,179,3 doors,4 seats,250
AUDI,TTS,Used,17445,2008,Coupe,Petrol,2.0L,36.7 mpg,5.3,Automatic,quattro,179,3 doors,4 seats,250
AUDI,TTS,Used,17445,2008,Coupe,Petrol,2.0L,36.7 mpg,5.3,Automatic,quattro,179,3 doors,4 seats,250
AUDI,TTS,Used,17000,2008,Coupe,Petrol,2.0L,35.8 mpg,5.4,Automatic,quattro,184,3 doors,4 seats,250
AUDI,TTS,Used,17750,2008,Coupe,Petrol,2.0L,36.7 mpg,5.3,Automatic,quattro,179,3 doors,4 seats,250
AUDI,TTS,Used,17950,2008,Convertible,Petrol,2.0L,35.8 mpg,5.5,Automatic,quattro,184,2 doors,2 seats,250
AUDI,TTS,Used,13995,2008,Convertible,Petrol,2.0L,35.8 mpg,5.4,Automatic,quattro,184,2 doors,2 seats,250
AUDI,TTS,Used,14000,2008,Coupe,Petrol,2.0L,34.9 mpg,5.4,Manual,quattro,184,3 doors,4 seats,250
AUDI,TTS,Used,13999,2008,Coupe,Petrol,2.0L,35.8 mpg,5.4,Automatic,quattro,184,3 doors,4 seats,250
AUDI,TTS,Used,15989,2008,Coupe,Petrol,2.0L,36.7 mpg,5.3,Automatic,quattro,184,3 doors,4 seats,
AUDI,TTS,Used,13995,2008,Convertible,Petrol,2.0L,35.8 mpg,5.4,Automatic,quattro,184,2 doors,2 seats,250
AUDI,TTS,Used,13995,2008,Convertible,Petrol,2.0L,35.8 mpg,5.4,Automatic,quattro,184,2 doors,2 seats,250
AUDI,TTS,Used,13995,2008,Convertible,Petrol,2.0L,35.8 mpg,5.4,Automatic,quattro,184,2 doors,2 seats,250
AUDI,TTS,Used,15000,2008,Coupe,Petrol,2.0L,36.7 mpg,5.3,Automatic,quattro,179,3 doors,4 seats,250
AUDI,TTS,Used,14000,2008,Coupe,Petrol,2.0L,34.9 mpg,5.4,Manual,quattro,184,3 doors,4 seats,250
AUDI,TTS,Used,14820,2008,Coupe,Petrol,2.0L,35.8 mpg,5.4,Automatic,quattro,184,3 doors,4 seats,250
AUDI,TTS,Used,14980,2008,Convertible,Petrol,2.0L,35.8 mpg,5.5,Automatic,quattro,184,2 doors,2 seats,250
AUDI,TTS,Used,13995,2008,Convertible,Petrol,2.0L,35.8 mpg,5.4,Automatic,quattro,184,2 doors,2 seats,250
AUDI,TTS,Used,14495,2008,Coupe,Petrol,2.0L,34.9 mpg,5.4,Manual,quattro,184,3 doors,4 seats,
AUDI,TTS,Used,14750,2008,Coupe,Petrol,2.0L,35.8 mpg,5.2,Automatic,quattro,188,3 doors,4 seats,250
AUDI,TTS,Used,15000,2008,Coupe,Petrol,2.0L,36.7 mpg,5.3,Automatic,quattro,179,3 doors,4 seats,250
AUDI,TTS,Used,14489,2008,Convertible,Petrol,2.0L,35.8 mpg,5.5,Automatic,quattro,184,2 doors,2 seats,
AUDI,TTS,Used,15000,2008,Coupe,Petrol,2.0L,36.7 mpg,5.3,Automatic,quattro,179,3 doors,4 seats,250
AUDI,TTS,Used,13995,2008,Coupe,Petrol,2.0L,35.3 mpg,5.4,Manual,quattro,191,3 doors,4 seats,290
AUDI,TTS,Used,13990,2008,Coupe,Petrol,2.0L,36.7 mpg,5.3,Automatic,quattro,179,3 doors,4 seats,250
AUDI,TTS,Used,13975,2008,Coupe,Petrol,2.0L,36.7 mpg,5.3,Automatic,quattro,179,3 doors,4 seats,250
AUDI,TTS,Used,13690,2008,Coupe,Petrol,2.0L,34.9 mpg,5.4,Manual,quattro,184,3 doors,4 seats,290
AUDI,TTS,Used,13950,2008,Coupe,Petrol,2.0L,35.8 mpg,5.4,Manual,quattro,184,3 doors,4 seats,250
AUDI,TTS,Used,13000,2008,Convertible,Petrol,2.0L,,5.6,Manual,quattro,189,2 doors,2 seats,290
AUDI,TTS,Used,15200,2008,Coupe,Petrol,2.0L,35.8 mpg,5.4,Automatic,quattro,184,3 doors,4 seats,250
AUDI,TTS,Used,15399,2008,Coupe,Petrol,2.0L,36.7 mpg,5.3,Automatic,quattro,179,3 doors,4 seats,250
AUDI,TTS,Used,15133,2008,Coupe,Petrol,2.0L,35.8 mpg,5.4,Manual,quattro,184,3 doors,4 seats,250
AUDI,TTS,Used,15950,2008,Convertible,Petrol,2.0L,34.9 mpg,5.7,Manual,quattro,189,2 doors,2 seats,290
AUDI,TTS,Used,15995,2008,Coupe,Petrol,2.0L,36.7 mpg,5.3,Automatic,quattro,179,3 doors,4 seats,250
AUDI,TTS,Used,15989,2008,Coupe,Petrol,2.0L,36.7 mpg,5.3,Automatic,quattro,184,3 doors,4 seats,
AUDI,TTS,Used,15749,2008,Convertible,Petrol,2.0L,35.8 mpg,5.4,Automatic,quattro,184,2 doors,2 seats,250
AUDI,TTS,Used,15000,2008,Coupe,Petrol,2.0L,36.7 mpg,5.3,Automatic,quattro,179,3 doors,4 seats,250
AUDI,TTS,Used,13995,2008,Convertible,Petrol,2.0L,35.8 mpg,5.4,Automatic,quattro,184,2 doors,2 seats,250
AUDI,TTS,Used,12955,2008,Coupe,Petrol,2.0L,35.8 mpg,5.4,Automatic,quattro,184,3 doors,4 seats,250
AUDI,TTS,Used,10985,2008,Coupe,Petrol,2.0L,35.3 mpg,5.4,Manual,quattro,191,3 doors,4 seats,290
AUDI,TTS,Used,11999,2008,Coupe,Petrol,2.0L,35.8 mpg,5.2,Automatic,quattro,188,3 doors,4 seats,250
AUDI,TTS,Used,11990,2008,Coupe,Petrol,2.0L,35.8 mpg,5.2,Automatic,quattro,188,3 doors,4 seats,250
AUDI,TTS,Used,11950,2008,Coupe,Petrol,2.0L,35.3 mpg,5.4,Manual,quattro,191,3 doors,4 seats,290
AUDI,TTS,Used,11750,2008,Coupe,Petrol,2.0L,35.3 mpg,5.4,Manual,quattro,191,3 doors,4 seats,290
AUDI,TTS,Used,11500,2008,Convertible,Petrol,2.0L,34.4 mpg,5.6,Manual,quattro,194,2 doors,2 seats,
AUDI,TTS,Used,11495,2008,Coupe,Petrol,2.0L,35.8 mpg,5.2,Automatic,quattro,188,3 doors,4 seats,250
AUDI,TTS,Used,11495,2008,Coupe,Petrol,2.0L,35.8 mpg,5.2,Automatic,quattro,188,3 doors,4 seats,290
AUDI,TTS,Used,10999,2008,Coupe,Petrol,2.0L,34.9 mpg,5.4,Manual,quattro,184,3 doors,4 seats,250
AUDI,TTS,Used,10950,2008,Coupe,Petrol,2.0L,35.8 mpg,5.2,Automatic,quattro,188,3 doors,4 seats,250
AUDI,TTS,Used,10450,2008,Coupe,Petrol,2.0L,35.3 mpg,5.4,Manual,quattro,191,3 doors,4 seats,290
AUDI,TTS,Used,10995,2008,Coupe,Petrol,2.0L,35.3 mpg,5.4,Manual,quattro,191,3 doors,4 seats,290
AUDI,TTS,Used,12777,2008,Coupe,Petrol,2.0L,36.7 mpg,5.3,Automatic,quattro,179,3 doors,4 seats,250
AUDI,TTS,Used,12195,2008,Coupe,Petrol,2.0L,35.3 mpg,5.4,Manual,quattro,191,3 doors,4 seats,290
AUDI,TTS,Used,9500,2008,Coupe,Petrol,2.0L,35.3 mpg,5.4,Manual,quattro,191,3 doors,4 seats,290
AUDI,TTS,Used,9995,2008,Coupe,Petrol,2.0L,35.8 mpg,5.2,Automatic,quattro,188,3 doors,4 seats,250
AUDI,TTS,Used,9980,2008,Coupe,Petrol,2.0L,35.3 mpg,5.4,Manual,quattro,191,3 doors,4 seats,290
AUDI,TTS,Used,9795,2008,Coupe,Petrol,2.0L,35.3 mpg,5.4,Manual,quattro,191,3 doors,4 seats,290
AUDI,TTS,Used,9750,2008,Convertible,Petrol,2.0L,34.4 mpg,5.6,Manual,quattro,194,2 doors,2 seats,290
AUDI,TTS,Used,9575,2008,Convertible,Petrol,2.0L,34.4 mpg,5.6,Manual,quattro,194,2 doors,2 seats,290
AUDI,TTS,Used,9500,2008,Coupe,Petrol,2.0L,35.3 mpg,5.4,Manual,quattro,191,3 doors,4 seats,290
AUDI,TTS,Used,8990,2008,Coupe,Petrol,2.0L,35.3 mpg,5.4,Manual,quattro,191,3 doors,4 seats,290
AUDI,TTS,Used,8000,2008,Coupe,Petrol,2.0L,35.3 mpg,5.4,Manual,quattro,191,3 doors,4 seats,290
AUDI,TTS,Used,8995,2008,Coupe,Petrol,2.0L,35.8 mpg,5.2,Automatic,quattro,188,3 doors,4 seats,290
AUDI,TTS,Used,8990,2008,Coupe,Petrol,2.0L,35.8 mpg,5.2,Automatic,quattro,188,3 doors,4 seats,290
AUDI,TTS,Used,8000,2008,Coupe,Petrol,2.0L,35.8 mpg,5.2,Automatic,quattro,188,3 doors,4 seats,250
AUDI,TTS,Used,7995,2008,Coupe,Petrol,2.0L,35.3 mpg,5.4,Manual,quattro,191,3 doors,4 seats,290
AUDI,TTS,Used,8989,2008,Coupe,Petrol,2.0L,35.3 mpg,5.4,Manual,quattro,191,3 doors,4 seats,290
AUDI,TTS,Used,8000,2008,Convertible,Petrol,2.0L,34.4 mpg,5.6,Manual,quattro,194,2 doors,2 seats,290
AUDI,TTS,Used,7989,2008,Convertible,Petrol,2.0L,35.3 mpg,5.4,Automatic,quattro,190,2 doors,2 seats,290
AUDI,TTS,Used,8641,2008,Coupe,Petrol,2.0L,35.8 mpg,5.2,Automatic,quattro,188,3 doors,4 seats,
AUDI,TTS,Used,8490,2008,Coupe,Petrol,2.0L,35.3 mpg,5.4,Manual,quattro,191,3 doors,4 seats,290
AUDI,TTS,Used,8000,2008,Coupe,Petrol,2.0L,35.8 mpg,5.2,Automatic,quattro,188,3 doors,4 seats,250
AUDI,TTS,Used,8000,2008,Convertible,Petrol,2.0L,34.4 mpg,5.6,Manual,quattro,194,2 doors,2 seats,290
AUDI,TTS,Used,8290,2008,Coupe,Petrol,2.0L,35.8 mpg,5.2,Automatic,quattro,188,3 doors,4 seats,290
AUDI,TTS,Used,6999,2008,Coupe,Petrol,2.0L,35.3 mpg,5.4,Manual,quattro,191,3 doors,4 seats,290
ABARTH,PUNTO EVO,Used,8500,2010,Hatchback,Petrol,1.4L,46.3 mpg,,Manual,,142,3 doors,5 seats,155
AUDI,TT RS,Used,40900,2016,Convertible,Petrol,2.5L,34.0 mpg,3.8,Automatic,quattro,189,2 doors,2 seats,290
AUDI,TT RS,Nearly New,47990,2016,Coupe,Petrol,2.5L,34.4 mpg,3.7,Automatic,quattro,187,3 doors,4 seats,140
AUDI,TT,Used,31000,2014,Coupe,Diesel,2.0L,52.3 mpg,6.7,Automatic,quattro,142,3 doors,4 seats,140
AUDI,TT,Nearly New,30990,2018,Coupe,Diesel,2.0L,,,Manual,,124,3 doors,4 seats,140
AUDI,TT,Used,31000,2014,Coupe,Diesel,2.0L,52.3 mpg,6.7,Automatic,quattro,142,3 doors,4 seats,140
AUDI,TT,Nearly New,30466,2014,Coupe,Petrol,2.0L,42.8 mpg,5.3,Automatic,quattro,153,3 doors,4 seats,140
AUDI,TT,Nearly New,30450,2014,Coupe,Petrol,1.8L,47.9 mpg,7.0,Automatic,,133,3 doors,4 seats,140
AUDI,TT,Nearly New,30000,2014,Coupe,Petrol,2.0L,43.5 mpg,5.9,Automatic,,150,3 doors,4 seats,140
AUDI,TT RS,Nearly New,48990,2016,Coupe,Petrol,2.5L,34.4 mpg,3.7,Automatic,quattro,187,3 doors,4 seats,140
AUDI,TT RS,Nearly New,46995,2016,Coupe,Petrol,2.5L,34.4 mpg,3.7,Automatic,quattro,187,3 doors,4 seats,140
AUDI,TT RS,Nearly New,48900,2016,Coupe,Petrol,2.5L,34.4 mpg,3.7,Automatic,quattro,187,3 doors,4 seats,140
AUDI,TT,Nearly New,47990,2019,Convertible,Petrol,2.0L,,,Automatic,,,2 doors,,140
AUDI,TT RS,Nearly New,47990,2016,Coupe,Petrol,2.5L,34.4 mpg,3.7,Automatic,quattro,187,3 doors,4 seats,140
AUDI,TT RS,Nearly New,45750,2016,Convertible,Petrol,2.5L,34.0 mpg,3.9,Automatic,quattro,189,2 doors,4 seats,140
AUDI,TT,New,45634,,Coupe,Petrol,2.0L,,,Automatic,,,3 doors,4 seats,
AUDI,TT,Nearly New,47990,2019,Convertible,Petrol,2.0L,,,Automatic,,,2 doors,,140
AUDI,TT,New,45300,2019,Coupe,Petrol,2.0L,,5.2,Automatic,quattro,161,3 doors,4 seats,
AUDI,TT,Used,25000,2014,Coupe,Petrol,2.0L,43.5 mpg,5.9,Automatic,,150,3 doors,4 seats,140
AUDI,TT,Used,24844,2014,Coupe,Petrol,2.0L,46.3 mpg,6.0,Manual,,141,3 doors,4 seats,155
AUDI,TT,Used,28750,2014,Coupe,Petrol,1.8L,47.9 mpg,7.0,Automatic,,133,3 doors,4 seats,140
AUDI,TT,Nearly New,29946,2014,Convertible,Petrol,2.0L,42.2 mpg,6.1,Automatic,,155,2 doors,4 seats,140
AUDI,TT,Nearly New,30000,2014,Coupe,Petrol,2.0L,43.5 mpg,5.9,Automatic,,150,3 doors,4 seats,140
AUDI,TT,Nearly New,29990,2014,Coupe,Petrol,1.8L,47.9 mpg,7.0,Automatic,,133,3 doors,4 seats,140
AUDI,TT,Nearly New,29500,2014,Coupe,Petrol,1.8L,47.9 mpg,7.0,Automatic,,133,3 doors,4 seats,140
AUDI,TT,Used,24844,2014,Coupe,Petrol,2.0L,46.3 mpg,6.0,Manual,,141,3 doors,4 seats,155
AUDI,TT,Nearly New,29450,2014,Coupe,Petrol,1.8L,47.9 mpg,7.0,Automatic,,133,3 doors,4 seats,140
AUDI,TT,Nearly New,29000,2014,Coupe,Petrol,1.8L,47.9 mpg,7.0,Automatic,,133,3 doors,4 seats,140
AUDI,TT,Nearly New,29775,2014,Coupe,Petrol,1.8L,47.9 mpg,7.0,Automatic,,133,3 doors,4 seats,140
AUDI,TT,Used,28980,2014,Coupe,Petrol,2.0L,42.8 mpg,5.3,Automatic,quattro,153,3 doors,4 seats,140
AUDI,TT,Nearly New,28495,2014,Coupe,Petrol,2.0L,46.3 mpg,6.0,Manual,,141,3 doors,4 seats,140
AUDI,TT,Nearly New,29775,2014,Coupe,Petrol,1.8L,47.9 mpg,7.0,Automatic,,133,3 doors,4 seats,140
AUDI,TT,Nearly New,29775,2014,Coupe,Petrol,1.8L,47.9 mpg,7.0,Automatic,,133,3 doors,4 seats,140
AUDI,TT,Used,28495,2014,Coupe,Petrol,2.0L,43.5 mpg,5.9,Automatic,,150,3 doors,4 seats,140
AUDI,TT,Used,27995,2017,Convertible,Petrol,2.0L,,,Automatic,,,2 doors,,
AUDI,TT,Nearly New,28450,2014,Coupe,Petrol,1.8L,47.9 mpg,7.0,Automatic,,133,3 doors,4 seats,140
AUDI,TT,Used,27980,2014,Convertible,Petrol,1.8L,46.3 mpg,7.2,Manual,,142,2 doors,4 seats,140
AUDI,TT,Used,27500,2015,Coupe,Petrol,2.0L,,,Automatic,,,2 doors,,
AUDI,TT,Used,27990,2014,Convertible,Petrol,2.0L,40.9 mpg,5.6,Automatic,quattro,158,2 doors,4 seats,140
AUDI,TT,Nearly New,29775,2014,Coupe,Petrol,1.8L,47.9 mpg,7.0,Automatic,,133,3 doors,4 seats,140
AUDI,TT,Used,28750,2014,Coupe,Petrol,1.8L,47.9 mpg,7.0,Automatic,,133,3 doors,4 seats,140
AUDI,TT,Nearly New,29775,2014,Coupe,Petrol,1.8L,47.9 mpg,7.0,Automatic,,133,3 doors,4 seats,140
AUDI,TT,Used,27480,2014,Coupe,Petrol,2.0L,43.5 mpg,5.9,Automatic,,150,3 doors,4 seats,140
AUDI,TT,Nearly New,25000,2014,Coupe,Petrol,1.8L,47.1 mpg,6.9,Manual,,138,3 doors,4 seats,140
AUDI,TT,Used,26000,2014,Coupe,Petrol,2.0L,42.8 mpg,5.3,Automatic,quattro,153,3 doors,4 seats,195
AUDI,TT,Nearly New,26500,2014,Convertible,Petrol,1.8L,47.1 mpg,7.3,Automatic,,136,2 doors,4 seats,140
AUDI,TT,Used,26000,2014,Coupe,Petrol,1.8L,47.1 mpg,6.9,Manual,,138,3 doors,4 seats,140
AUDI,TT,Used,26000,2014,Coupe,Petrol,1.8L,47.1 mpg,6.9,Manual,,138,3 doors,4 seats,140
AUDI,TT,Used,25495,2014,Convertible,Petrol,2.0L,40.9 mpg,5.6,Automatic,quattro,,2 doors,2 seats,
AUDI,TT,Used,25750,2014,Coupe,Petrol,2.0L,43.5 mpg,5.9,Automatic,,150,3 doors,4 seats,155
AUDI,TT,Used,19994,2012,Coupe,Petrol,2.5L,,,Automatic,,,2 doors,,
AUDI,TT,Used,19994,2012,Coupe,Petrol,2.5L,,,Automatic,,,2 doors,,
AUDI,TT,Used,19690,2014,Coupe,Diesel,2.0L,62.8 mpg,7.1,Manual,,116,3 doors,4 seats,30
AUDI,TT,Used,19000,2014,Coupe,Diesel,2.0L,62.8 mpg,7.1,Manual,,116,3 doors,4 seats,30
AUDI,TT,Used,16490,2014,Coupe,Diesel,2.0L,67.3 mpg,7.1,Manual,,110,3 doors,4 seats,20
AUDI,TT,Used,19000,2014,Coupe,Diesel,2.0L,60.1 mpg,7.1,Manual,,117,3 doors,4 seats,30
AUDI,TT,Used,19000,2014,Coupe,Diesel,2.0L,60.1 mpg,7.1,Manual,,117,3 doors,4 seats,30
AUDI,TT,Used,18995,2014,Coupe,Diesel,2.0L,62.8 mpg,7.1,Manual,,116,3 doors,4 seats,30
AUDI,TT,Used,19000,2014,Coupe,Diesel,2.0L,60.1 mpg,7.1,Manual,,117,3 doors,4 seats,30
AUDI,TT,Used,18000,2014,Coupe,Diesel,2.0L,67.3 mpg,7.1,Manual,,110,3 doors,4 seats,20
AUDI,TT,Used,19000,2014,Coupe,Diesel,2.0L,62.8 mpg,7.1,Manual,,116,3 doors,4 seats,30
AUDI,TT,Used,18000,2014,Coupe,Diesel,2.0L,62.8 mpg,7.1,Manual,,116,3 doors,4 seats,30
AUDI,TT,Used,18000,2014,Coupe,Petrol,1.8L,47.1 mpg,6.9,Manual,,138,3 doors,4 seats,140
AUDI,TT,Used,18000,2014,Coupe,Petrol,2.0L,46.3 mpg,6.0,Manual,,141,3 doors,4 seats,155
AUDI,TT,Used,18000,2014,Coupe,Diesel,2.0L,67.3 mpg,7.1,Manual,,110,3 doors,4 seats,20
AUDI,TT,Used,18000,2014,Coupe,Petrol,1.8L,47.1 mpg,6.9,Manual,,138,3 doors,4 seats,140
AUDI,TT,Used,18000,2014,Coupe,Diesel,2.0L,67.3 mpg,7.1,Manual,,110,3 doors,4 seats,20
AUDI,TT,Used,18990,2014,Coupe,Petrol,1.8L,47.1 mpg,6.9,Manual,,138,3 doors,4 seats,140
AUDI,TT,Used,18000,2014,Coupe,Petrol,2.0L,46.3 mpg,6.0,Manual,,141,3 doors,4 seats,155
AUDI,TT,Used,19994,2012,Coupe,Petrol,2.5L,,,Automatic,,,2 doors,,
AUDI,TT,Used,18950,2014,Coupe,Petrol,2.0L,44.1 mpg,5.3,Automatic,quattro,149,3 doors,4 seats,155
AUDI,TT,Used,18985,2014,Coupe,Diesel,2.0L,62.8 mpg,7.1,Manual,,116,3 doors,4 seats,30
AUDI,TT,Used,18750,2014,Coupe,Petrol,2.0L,47.9 mpg,6.0,Manual,,137,3 doors,4 seats,
AUDI,TT,Used,18980,2014,Coupe,Petrol,1.8L,47.1 mpg,6.9,Manual,,138,3 doors,4 seats,140
AUDI,TT,Used,19994,2012,Coupe,Petrol,2.5L,,,Automatic,,,2 doors,,
AUDI,TT,Used,23500,2014,Convertible,Petrol,2.0L,40.9 mpg,5.6,Automatic,quattro,158,2 doors,2 seats,
AUDI,TT,Used,24895,2014,Convertible,Petrol,2.0L,42.2 mpg,5.6,Automatic,quattro,154,2 doors,2 seats,195
AUDI,TT,Used,23413,2014,Coupe,Petrol,2.0L,43.5 mpg,5.3,Automatic,quattro,153,3 doors,4 seats,195
AUDI,TT,Used,23500,2014,Coupe,Petrol,2.0L,44.1 mpg,5.3,Automatic,quattro,149,3 doors,4 seats,155
AUDI,TT,Used,22500,2014,Convertible,Petrol,2.0L,45.6 mpg,6.2,Manual,,144,2 doors,2 seats,140
AUDI,TT,Used,23495,2014,Convertible,Petrol,2.0L,40.9 mpg,5.6,Automatic,quattro,158,2 doors,2 seats,195
AUDI,TT,Used,23999,2017,Convertible,Petrol,1.8L,,,Manual,,,2 doors,,
